model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration
Decision Tree,gini,1,18,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,gini,1,18,log2,0,0,0,0,0,0,0,0,0,0.929,0.929,0.934,0.933,0.00199
Decision Tree,gini,1,19,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00399
Decision Tree,gini,1,19,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,gini,1,19,sqrt,0,0,0,0,0,0,0,0,0,0.726,0.71,0.741,0.724,0.00302
Decision Tree,gini,1,19,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00203
Decision Tree,gini,1,20,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00498
Decision Tree,gini,1,20,auto,0,0,0,0,0,0,0,0,0,0.755,0.755,0.763,0.763,0.003
Decision Tree,gini,1,20,sqrt,0,0,0,0,0,0,0,0,0,0.724,0.701,0.718,0.693,0.00299
Decision Tree,gini,1,20,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,2,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00595
Decision Tree,entropy,1,2,auto,0,0,0,0,0,0,0,0,0,0.861,0.861,0.867,0.867,0.00399
Decision Tree,entropy,1,2,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00303
Decision Tree,entropy,1,2,log2,0,0,0,0,0,0,0,0,0,0.985,0.985,0.985,0.985,0.00302
Decision Tree,entropy,1,3,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,entropy,1,3,auto,0,0,0,0,0,0,0,0,0,0.864,0.863,0.857,0.857,0.00403
Decision Tree,entropy,1,3,sqrt,0,0,0,0,0,0,0,0,0,0.723,0.7,0.721,0.697,0.00203
Decision Tree,entropy,1,3,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,4,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00598
Decision Tree,entropy,1,4,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,4,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,4,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,5,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00598
Decision Tree,entropy,1,5,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,5,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.002
Decision Tree,entropy,1,5,log2,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00199
Decision Tree,entropy,1,6,nan,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00499
Decision Tree,entropy,1,6,auto,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00299
Decision Tree,entropy,1,6,sqrt,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.00303
